,Unnamed: 0,user,tweet,stem,label,tokenizing
974,974,mahendanggara,@PerawatanTulangBelakang,,0,[]
975,975,nurwasiyanti,buka cabang di Jatim dongðŸ¥ºðŸ¥ºðŸ¥º,buka cabang jatim,0,"['buka', 'cabang', 'di', 'jatim', 'dong']"
976,976,vedanava,oala..dmnaa nah d bppn,oala dmnaa d bppn,0,"['oala', 'dmnaa', 'nah', 'd', 'bppn']"
977,977,mama_jihanputra1,Jepara donk,jepara donk,0,"['jepara', 'donk']"
978,978,landwulan21,@perawatantulangbelakang itu di makassar ðŸ˜…,makassar,0,"['itu', 'di', 'makassar']"
979,979,darunis4lhafidzy,ad jg d BTP blok M,ad d btp blok m,0,"['ad', 'jg', 'd', 'btp', 'blok', 'm']"
980,980,atharrazkag11,di bgian mana bang? blok M nmr brapa? atau apa nama kliniknya?,bgian bang blok m nmr brapa nama klinik,0,"['di', 'bgian', 'mana', 'bang', 'blok', 'm', 'nmr', 'brapa', 'atau', 'apa', 'nama', 'kliniknya']"
981,981,darunis4lhafidzy,"zein holistic therapy. BTP blok M no. 4
sy jg liat d tiktok. rencana mau ksana jg buat kretek tulang",zein holistic therapy btp blok m no sy liat d tiktok rencana ksana kretek tulang,0,"['zein', 'holistic', 'therapy', 'btp', 'blok', 'm', 'no', 'sy', 'jg', 'liat', 'd', 'tiktok', 'rencana', 'mau', 'ksana', 'jg', 'buat', 'kretek', 'tulang']"
982,982,fachryfhrr,apa nama tiktoknya?,nama tiktoknya,0,"['apa', 'nama', 'tiktoknya']"
983,983,rintjeiskandar2,tepat nya dimana ka,mana ka,0,"['tepat', 'nya', 'dimana', 'ka']"
984,984,lydianatasyapesik,ada tiktoknya jg cuma dia pindahÂ²,tiktoknya pindah,0,"['ada', 'tiktoknya', 'jg', 'cuma', 'dia', 'pindah']"
985,985,almiafanxnn,"sama, klo kita dpat. tag ka nah kace",klo dpat tag ka kace,0,"['sama', 'klo', 'kita', 'dpat', 'tag', 'ka', 'nah', 'kace']"
986,986,elvimonica8378,"andae disini ada pengobatan kaya gini, pengen juga di obati..ðŸ¥ºðŸ¥º",andae obat kaya gin ken obat,1,"['andae', 'disini', 'ada', 'pengobatan', 'kaya', 'gini', 'pengen', 'juga', 'di', 'obati']"
987,987,soge_kingg,ini di makassar kak @PerawatanTulangBelakang,makassar kak,0,"['ini', 'di', 'makassar', 'kak']"
988,988,outfitijah_,ini dimana siðŸ˜³,mana si,0,"['ini', 'dimana', 'si']"
989,989,nyong_pace,@PerawatanTulangBelakang ini akun Area Makassar,akun area makassar,0,"['ini', 'akun', 'area', 'makassar']"
990,990,nhaaridwan,makassar ada.. depan coto gagak,makassar coto gagak,0,"['makassar', 'ada', 'depan', 'coto', 'gagak']"
991,991,panggilsayanuuur,@PerawatanTulangBelakang ini area makassar,area makassar,0,"['ini', 'area', 'makassar']"
992,992,panggilsayanuuur,di makassar ada weh,makassar weh,0,"['di', 'makassar', 'ada', 'weh']"
993,993,sederhana_male,suhu... kpn buka cabang di jkt??,suhu kpn buka cabang jkt,0,"['suhu', 'kpn', 'buka', 'cabang', 'di', 'jkt']"
994,994,tanstittar,Soon yahðŸ¥º,soon yah,0,"['soon', 'yah']"
995,995,kenalfaris18,kan dia dokter?,dokter,0,"['kan', 'dia', 'dokter']"
996,996,iisajh_,master kapan buka di Lampung,master buka lampung,1,"['master', 'kapan', 'buka', 'di', 'lampung']"
997,997,tanstittar,Belum tau nihðŸ¥º,tau,0,"['belum', 'tau', 'nih']"
998,998,tanstittar,Ada yang sama?ðŸ¥º,,0,"['ada', 'yang', 'sama']"
999,999,renggaakhmadi,di surabaya ada apa tidak pak,surabaya,0,"['di', 'surabaya', 'ada', 'apa', 'tidak', 'pak']"
1000,1000,tyaozzzchuy,assalamualaikumðŸ¥°ini dimana ya kak,assalamualaikum mana ya kak,0,"['assalamualaikum', 'ini', 'dimana', 'ya', 'kak']"
1001,1001,tanstittar,Pekanbaru yahhhðŸ˜,pekanbaru yahhh,0,"['pekanbaru', 'yahhh']"
1002,1002,ariska_nana,saya juga mau dikretek master ðŸ˜,dikretek master,1,"['saya', 'juga', 'mau', 'dikretek', 'master']"
1003,1003,tanstittar,Sini yukðŸ¥°,yuk,0,"['sini', 'yuk']"
1004,1004,faturk3ren,Pekanbaru dmnya min,pekanbaru dmnya min,0,"['pekanbaru', 'dmnya', 'min']"
1005,1005,wongh_,kapan ada di bandar Lampung ðŸ¥º,bandar lampung,0,"['kapan', 'ada', 'di', 'bandar', 'lampung']"
1006,1006,lordmartin46,kira kira kaki later X bisa sembuh gak ya,kaki later sembuh ya,0,"['kira', 'kira', 'kaki', 'later', 'x', 'bisa', 'sembuh', 'gak', 'ya']"
1007,1007,astriiiieeed,dibalikpapan adakah?,dibalikpapan ada,0,"['dibalikpapan', 'adakah']"
1008,1008,liaaprillianti1,di surabaya ada g yaðŸ˜,surabaya ya,0,"['di', 'surabaya', 'ada', 'g', 'ya']"
1009,1009,aditagustian1208,"dokter aja brobat, apalagi kita yaa. pgn bgt sumpah diginiðŸ˜Œ",dokter aja brobat yaa pgn sumpah gin,0,"['dokter', 'aja', 'brobat', 'apalagi', 'kita', 'yaa', 'pgn', 'bgt', 'sumpah', 'digini']"
1010,1010,potatorebus99,DOKTERðŸ¥ºðŸ¥ºðŸ¥º,dokter,0,['dokter']
1011,1011,10oktober_1996,dokter berobat ke suhu dokter wkwkwk,dokter obat suhu dokter wkwkwk,0,"['dokter', 'berobat', 'ke', 'suhu', 'dokter', 'wkwkwk']"
1012,1012,mangamovie,lah dokter kok sakit ðŸ˜‚ðŸ˜‚ðŸ˜‚,dokter sakit,-1,"['lah', 'dokter', 'kok', 'sakit']"
1013,1013,mbaagus_,ini dimana si? aku pengen bgt kaki kadang suka sakit berlebihðŸ¥º,mana si ken kaki kadang suka sakit lebih,-1,"['ini', 'dimana', 'si', 'aku', 'pengen', 'bgt', 'kaki', 'kadang', 'suka', 'sakit', 'berlebih']"
1014,1014,mawarm_03,saya jugasering sakit bagian itu karna beberapa bulan kemaren sambungan ke tangan patah. apa bisa di sembuhkan oleh master,jugasering sakit karna kemaren sambung tangan patah sembuh master,-1,"['saya', 'jugasering', 'sakit', 'bagian', 'itu', 'karna', 'beberapa', 'bulan', 'kemaren', 'sambungan', 'ke', 'tangan', 'patah', 'apa', 'bisa', 'di', 'sembuhkan', 'oleh', 'master']"
1015,1015,asdhul39,dokter itu tetap bisa sakit juga ðŸ˜ðŸ˜ðŸ˜,dokter sakit,-1,"['dokter', 'itu', 'tetap', 'bisa', 'sakit', 'juga']"
1016,1016,aepsaepulbahrilas,"ini yumeho yah, karna trapi nya sama kya tetangga sy",yumeho yah karna trap kya tetangga sy,0,"['ini', 'yumeho', 'yah', 'karna', 'trapi', 'nya', 'sama', 'kya', 'tetangga', 'sy']"
1017,1017,fia230776,jakarta barat ada ga y,jakarta barat ga y,0,"['jakarta', 'barat', 'ada', 'ga', 'y']"
1018,1018,myirra,pengen ðŸ˜³ðŸ˜³ðŸ˜³ ini dimana ya,ken mana ya,0,"['pengen', 'ini', 'dimana', 'ya']"
1019,1019,hr.rie,ini daerah mana ya,daerah ya,0,"['ini', 'daerah', 'mana', 'ya']"
1020,1020,ovianita99_mumu,buka di jawa kapan mr. dikudus ada ga ya?,buka jawa mr kudus ga ya,1,"['buka', 'di', 'jawa', 'kapan', 'mr', 'dikudus', 'ada', 'ga', 'ya']"
1021,1021,agusmellani,di jawa tengah ada nga,jawa nga,1,"['di', 'jawa', 'tengah', 'ada', 'nga']"
1022,1022,wahyuuningsih3,"lokasi dimana om ,",lokasi mana om,0,"['lokasi', 'dimana', 'om']"
1023,1023,widhipbg429,praktek nya dmn biaya berapa mohon infonya,praktek dmn biaya mohon info,0,"['praktek', 'nya', 'dmn', 'biaya', 'berapa', 'mohon', 'infonya']"
1024,1024,ssaaahottman,"dimana tempat praktek ya pak,untuk ngobati maslah lambung bisa kira2",mana praktek ya ngobati mas lambung,0,"['dimana', 'tempat', 'praktek', 'ya', 'pak', 'untuk', 'ngobati', 'maslah', 'lambung', 'bisa', 'kira']"
1025,1025,erlinamulyasari72,Master kapan ke Jakarta atau Bogor?,master jakarta bogor,1,"['master', 'kapan', 'ke', 'jakarta', 'atau', 'bogor']"
1026,1026,putribugis55,kapan buka di kota Kendari Sulawesi tenggara..?,buka kota kendari sulawesi tenggara,0,"['kapan', 'buka', 'di', 'kota', 'kendari', 'sulawesi', 'tenggara']"
1027,1027,kaptenri05,nunggu di medan aja deh,nunggu medan aja,0,"['nunggu', 'di', 'medan', 'aja', 'deh']"
1028,1028,iramasurya,mas kpn bk d medan marelan,mas kpn bk d medan marelan,0,"['mas', 'kpn', 'bk', 'd', 'medan', 'marelan']"
1029,1029,yakinjaya,daftar Nya kemana????,daftar mana,0,"['daftar', 'nya', 'kemana']"
1030,1030,auranatasya04,tempatnya dimna ini,tempat dimna,0,"['tempatnya', 'dimna', 'ini']"
1031,1031,bhektiarios,tempat prakteknya dimana,praktek mana,0,"['tempat', 'prakteknya', 'dimana']"
1032,1032,user4302035818503,gak ada daerah Surabaya kah?,daerah surabaya kah,0,"['gak', 'ada', 'daerah', 'surabaya', 'kah']"
1033,1033,kang_rekomend,pengen bgd diginiin,ken bgd diginiin,0,"['pengen', 'bgd', 'diginiin']"
1034,1034,kusmadi374,andai di Ngawi adaðŸ˜”ðŸ˜”ðŸ¥ºðŸ˜­,andai ngawi,0,"['andai', 'di', 'ngawi', 'ada']"
1035,1035,blackswaniee30,ini di daerah mana pak? Saya mau bawa ibu saya kesana,daerah bawa kesana,0,"['ini', 'di', 'daerah', 'mana', 'pak', 'saya', 'mau', 'bawa', 'ibu', 'saya', 'kesana']"
1036,1036,oktaningtyasdyah,dibekasi ada gaa sih suhu?,bekas gaa sih suhu,-1,"['dibekasi', 'ada', 'gaa', 'sih', 'suhu']"
1037,1037,rimarima9585,kalimantan selatan ada gak yaa,kalimantan selatan yaa,0,"['kalimantan', 'selatan', 'ada', 'gak', 'yaa']"
1038,1038,arina.123_0,lokasinya dimana sih,lokasi mana sih,0,"['lokasinya', 'dimana', 'sih']"
1039,1039,fathan_mk,tangerang ada ngga,tangerang,0,"['tangerang', 'ada', 'ngga']"
1040,1040,iyam_solihah,Makasar Bandung aduhhh jauhhh,makasar bandung aduhhh jauhhh,0,"['makasar', 'bandung', 'aduhhh', 'jauhhh']"
1041,1041,setex666,ada cabangnya di palembang gak pak,cabang palembang,0,"['ada', 'cabangnya', 'di', 'palembang', 'gak', 'pak']"
1042,1042,irma_n.y,Bandung ada gk ka,bandung gk ka,0,"['bandung', 'ada', 'gk', 'ka']"
1043,1043,adreena494,Master kapan di Surabaya..???,master surabaya,1,"['master', 'kapan', 'di', 'surabaya']"
1044,1044,juminte37,master dimana tempat prateknya zaa,master mana prateknya zaa,1,"['master', 'dimana', 'tempat', 'prateknya', 'zaa']"
1045,1045,abikhafi2005,ku gk tau tempatny,ku gk tau tempatny,0,"['ku', 'gk', 'tau', 'tempatny']"
1046,1046,sella78.18,ini di mn ya pingin aku,mn ya pingin,0,"['ini', 'di', 'mn', 'ya', 'pingin', 'aku']"
1047,1047,indahdisaatnya52,Depok Jawa barat adakah,depok jawa barat ada,1,"['depok', 'jawa', 'barat', 'adakah']"
1048,1048,user1115745737253,di tangerang ada gak sih pengobatan ini pengen bangettðŸ¤”ðŸ¤”ðŸ¤”,tangerang sih obat ken bangett,0,"['di', 'tangerang', 'ada', 'gak', 'sih', 'pengobatan', 'ini', 'pengen', 'bangett']"
1049,1049,kartinijustantiikaputeri,kapan ada di bali ya,bal ya,0,"['kapan', 'ada', 'di', 'bali', 'ya']"
1050,1050,ernisitompul3,di medan ada tdk pak,medan,0,"['di', 'medan', 'ada', 'tdk', 'pak']"
1051,1051,iin_chann,semoga ada di kalsel,moga kalsel,0,"['semoga', 'ada', 'di', 'kalsel']"
1052,1052,teteh_vina,pak kapan nih ada di padang?,padang,0,"['pak', 'kapan', 'nih', 'ada', 'di', 'padang']"
1053,1053,adellafara,bukaaa di samarindaa plisssðŸ¥ºðŸ¥ºðŸ¥º,bukaaa samarindaa plisss,0,"['bukaaa', 'di', 'samarindaa', 'plisss']"
1054,1054,bang_glodak,Medan ada Kah?,medan kah,0,"['medan', 'ada', 'kah']"
1055,1055,diyasyantik85,kapan hadir di SidoarjoðŸ˜,hadir sidoarjo,0,"['kapan', 'hadir', 'di', 'sidoarjo']"
1056,1056,iman_guntur77,di bandung ada kah ?,bandung kah,0,"['di', 'bandung', 'ada', 'kah']"
1057,1057,nyonyaromero,Kalimantan Selatan ada gak,kalimantan selatan,0,"['kalimantan', 'selatan', 'ada', 'gak']"
1058,1058,santii520,tmpat praktek y kaðŸ™,tmpat praktek y ka,0,"['tmpat', 'praktek', 'y', 'ka']"
1059,1059,satriario93,di surabaya kapan ya master ðŸ˜¢,surabaya ya master,1,"['di', 'surabaya', 'kapan', 'ya', 'master']"
1060,1060,fikalestari100491,Ya allah coba klw disurabaya ada ðŸ˜ŒðŸ˜Œ,ya allah coba klw disurabaya,0,"['ya', 'allah', 'coba', 'klw', 'disurabaya', 'ada']"
1061,1061,hernyfauzi1,Tangerang ada ga yg sperti ini ?,tangerang ga sperti,0,"['tangerang', 'ada', 'ga', 'yg', 'sperti', 'ini']"
1062,1062,lalamuliana,Suhu Kabarin kalau ada di Jakarta ðŸ™,suhu kabarin jakarta,0,"['suhu', 'kabarin', 'kalau', 'ada', 'di', 'jakarta']"
1063,1063,assyanura,dikarawang jawa barat ada gk ya,dikarawang jawa barat gk ya,1,"['dikarawang', 'jawa', 'barat', 'ada', 'gk', 'ya']"
1064,1064,hendrioktavia,dokternya cantiiikk,dokter cantiiikk,0,"['dokternya', 'cantiiikk']"
1065,1065,jojo_duren88,d jktim ad ga min,d jktim ad ga min,0,"['d', 'jktim', 'ad', 'ga', 'min']"
1066,1066,MS4wLjABAAAAjUt-zinMzURP7MM9i1QRJM2fJIpJb0yQ8mTuOUkPRG4UYHsyNk2rZeS00fKidpSi,di jakarta ada ga pak,jakarta ga,0,"['di', 'jakarta', 'ada', 'ga', 'pak']"
1067,1067,_semesta04,Lampung menunggu...kapan suhu...ðŸ˜³ðŸ˜³,lampung tunggu suhu,0,"['lampung', 'menunggu', 'kapan', 'suhu']"
1068,1068,callme123lisa,Lok mana si,lok si,0,"['lok', 'mana', 'si']"
1069,1069,hodijah155,kapan buka d bogor,buka d bogor,0,"['kapan', 'buka', 'd', 'bogor']"
1070,1070,tenko_heika_banzai,dok kapan kunjungannya ke Papua dok?,dok kunjung papua dok,0,"['dok', 'kapan', 'kunjungannya', 'ke', 'papua', 'dok']"
1071,1071,ferialnino01,Bu dokter sakitðŸ˜‚ðŸ˜‚,bu dokter sakit,-1,"['bu', 'dokter', 'sakit']"
1072,1072,andiejhensurtono,Makassar menanti kedatangannya master,makassar datang master,1,"['makassar', 'menanti', 'kedatangannya', 'master']"
1073,1073,riyanhxx,Tolong ke kalselðŸ˜,tolong kalsel,0,"['tolong', 'ke', 'kalsel']"
1074,1074,rezfan_andrian,lokasinya dmna sih,lokasi dmna sih,0,"['lokasinya', 'dmna', 'sih']"
1075,1075,amrullah600,ada cabang Palembang ngak,cabang palembang ngak,0,"['ada', 'cabang', 'palembang', 'ngak']"
1076,1076,sapa_siii,BEKASI SENYUMðŸ—¿,bekas senyum,0,"['bekasi', 'senyum']"
1077,1077,aseida2608,mau kakak kapan bisa kensa..,kakak kensa,0,"['mau', 'kakak', 'kapan', 'bisa', 'kensa']"
1078,1078,juliadani_tips,di jakarta adakah?,jakarta ada,0,"['di', 'jakarta', 'adakah']"
1079,1079,user2367413134483,oh ini dijkarta ya,oh dijkarta ya,0,"['oh', 'ini', 'dijkarta', 'ya']"
1080,1080,elimiano_siagian95,kapan mau datang ke Semarang pak?,semarang,0,"['kapan', 'mau', 'datang', 'ke', 'semarang', 'pak']"
1081,1081,renypusvita,dipalembang kapan buka kak,dipalembang buka kak,0,"['dipalembang', 'kapan', 'buka', 'kak']"
1082,1082,wd44collection,bandung ada ga ya,bandung ga ya,0,"['bandung', 'ada', 'ga', 'ya']"
1083,1083,momny1234,Bekasi adakah,bekas ada,-1,"['bekasi', 'adakah']"
1084,1084,andymahardika36,dimana ini master..? dngar na dipku y..? pku dmna na master..? saya jg di pku...,mana master dngar na dipku y pku dmna na master pku,1,"['dimana', 'ini', 'master', 'dngar', 'na', 'dipku', 'y', 'pku', 'dmna', 'na', 'master', 'saya', 'jg', 'di', 'pku']"
1085,1085,MS4wLjABAAAALHjkSpJz1TgEeZY3gV-KMhDhRE4uAxSbt0QYyoGRCWUpfPlAvyOYich3i9ZChtm0,buka d Jombang pak,buka d jombang,0,"['buka', 'd', 'jombang', 'pak']"
1086,1086,lilikfitria713,"di surabaya adakah, kalau ada dimana ya",surabaya ada mana ya,0,"['di', 'surabaya', 'adakah', 'kalau', 'ada', 'dimana', 'ya']"
1087,1087,user9073558622223,Medan ada ga ya,medan ga ya,0,"['medan', 'ada', 'ga', 'ya']"
1088,1088,melawahyudi1,mau tp ga tau d mna? ðŸ˜­,ga tau d mna,0,"['mau', 'tp', 'ga', 'tau', 'd', 'mna']"
1089,1089,ernawatii.ag,makassar buka doooong,makassar buka doooong,0,"['makassar', 'buka', 'doooong']"
1090,1090,afiahsholichah,apakah bisa buat skoliosis ??,skoliosis,0,"['apakah', 'bisa', 'buat', 'skoliosis']"
1091,1091,ciwul_andary,mr. kapan buka di surabaya ?,mr buka surabaya,0,"['mr', 'kapan', 'buka', 'di', 'surabaya']"
1092,1092,suryaniingez,kapan ya ke Lombok ðŸ¥º,ya lombok,0,"['kapan', 'ya', 'ke', 'lombok']"
1093,1093,andra_mjd,kak di pulau jawa apakah ada ??,kak pulau jawa,1,"['kak', 'di', 'pulau', 'jawa', 'apakah', 'ada']"
1094,1094,kuningleo,biayanya berapa ya?,biaya ya,0,"['biayanya', 'berapa', 'ya']"
1095,1095,love_preloved,di Bandung ada gak ðŸ¥ºðŸ¥º,bandung,0,"['di', 'bandung', 'ada', 'gak']"
1096,1096,silvia1986orangkayaraya,pengen banget ðŸ¥ºðŸ¥ºðŸ¥º,ken banget,0,"['pengen', 'banget']"
1097,1097,deriherdiansyah5,di Bogor ada ga,bogor ga,0,"['di', 'bogor', 'ada', 'ga']"
1098,1098,little_chocochip,Di daerah mana aja adanya??,daerah aja,0,"['di', 'daerah', 'mana', 'aja', 'adanya']"
1099,1099,sarno1051,Batam masih blm ada ya master?,batam blm ya master,1,"['batam', 'masih', 'blm', 'ada', 'ya', 'master']"
1100,1100,iskandarfuadhasan,lokasi dimana si ini,lokasi mana si,0,"['lokasi', 'dimana', 'si', 'ini']"
1101,1101,buna_ra.caz,Biayanya berapa sih?,biaya sih,0,"['biayanya', 'berapa', 'sih']"
1102,1102,21sisca,pengen bgt terapi kayak gini...,ken terapi kayak gin,0,"['pengen', 'bgt', 'terapi', 'kayak', 'gini']"
1103,1103,rijk.key,praktek di mana master ?,praktek master,1,"['praktek', 'di', 'mana', 'master']"
1104,1104,istizuliana,di Pati ada go ya,pati go ya,0,"['di', 'pati', 'ada', 'go', 'ya']"
1105,1105,isaayuuu,Mau ih gimana cara daftarnya,ih gimana daftar,-1,"['mau', 'ih', 'gimana', 'cara', 'daftarnya']"
1106,1106,asnariyanti07,Mau tnya praktek nya dmna,tnya praktek dmna,0,"['mau', 'tnya', 'praktek', 'nya', 'dmna']"
1107,1107,svdsh,di Palembang ada ga ya ???,palembang ga ya,0,"['di', 'palembang', 'ada', 'ga', 'ya']"
1108,1108,happyev3r,"dok, gada rencana buka di daerah Tangerang kah?",dok gada rencana buka daerah tangerang kah,0,"['dok', 'gada', 'rencana', 'buka', 'di', 'daerah', 'tangerang', 'kah']"
1109,1109,one_piece_kapan_tamat,kapan ke pontianak master,pontianak master,1,"['kapan', 'ke', 'pontianak', 'master']"
1110,1110,sayidchaidaralydrus,dokter aja kesiniðŸ˜,dokter aja kesini,0,"['dokter', 'aja', 'kesini']"
1111,1111,harlianbaladi,lokasi dmna ya .ada yg tau,lokasi dmna ya tau,0,"['lokasi', 'dmna', 'ya', 'ada', 'yg', 'tau']"
1112,1112,kiaraavisa24,"pengen juga,,,aq kadang suka kyx gt.",ken aq kadang suka kyx gt,0,"['pengen', 'juga', 'aq', 'kadang', 'suka', 'kyx', 'gt']"
1113,1113,deraya_affandy,pengen banget ada ga di jkt?,ken banget ga jkt,0,"['pengen', 'banget', 'ada', 'ga', 'di', 'jkt']"
1114,1114,scrpogirls,@yosuastephanus ini yang aku bdn pada sakit2,bdn sakit,-1,"['ini', 'yang', 'aku', 'bdn', 'pada', 'sakit']"
1115,1115,poppydavinci33,jambi kapan bisa ky gini?,jambi ky gin,0,"['jambi', 'kapan', 'bisa', 'ky', 'gini']"
1116,1116,ragillita,adakah cabang di Pekanbaru????ðŸ¥ºðŸ¥º,ada cabang pekanbaru,0,"['adakah', 'cabang', 'di', 'pekanbaru']"
1117,1117,lestaryindah759,kapn buka di medan ?ðŸ¥º,kapn buka medan,0,"['kapn', 'buka', 'di', 'medan']"
1118,1118,zahrotulhikma_jauhar1,ngk ada cabang SBY kah???,ngk cabang sby kah,0,"['ngk', 'ada', 'cabang', 'sby', 'kah']"
1119,1119,safiramutia161,buat daerah Jakarta ada g pak,daerah jakarta,0,"['buat', 'daerah', 'jakarta', 'ada', 'g', 'pak']"
1120,1120,dkdwka,harus daftar dulu kah.,daftar kah,0,"['harus', 'daftar', 'dulu', 'kah']"
1121,1121,henyyelvandari,di Samarinda ada gak cabangnya,samarinda cabang,0,"['di', 'samarinda', 'ada', 'gak', 'cabangnya']"
1122,1122,user9609652954140,ini tempat nya dmn,dmn,0,"['ini', 'tempat', 'nya', 'dmn']"
1123,1123,dennyten_,lokasi dmna ya,lokasi dmna ya,0,"['lokasi', 'dmna', 'ya']"
1124,1124,mayasariputri12,dibandung belum ada? ðŸ¥º,bandung,0,"['dibandung', 'belum', 'ada']"
1125,1125,drprimakw,Bagaimana cara daftar antriannya Pak @tanstittar,daftar antri,0,"['bagaimana', 'cara', 'daftar', 'antriannya', 'pak']"
1126,1126,dianartikaputrio,di bungo donk suhu,bungo donk suhu,0,"['di', 'bungo', 'donk', 'suhu']"
1127,1127,idha_02.09,jakarta atau bekasi ada gak ya,jakarta bekas ya,-1,"['jakarta', 'atau', 'bekasi', 'ada', 'gak', 'ya']"
1128,1128,mumziggynaufal,Saya .. dimana lokasinya?,mana lokasi,0,"['saya', 'dimana', 'lokasinya']"
1129,1129,kasmanlybaz,jakarta tangerang menunggu..,jakarta tangerang tunggu,0,"['jakarta', 'tangerang', 'menunggu']"
1130,1130,indiracleo,kapan ada di Padang yaðŸ˜³pinggang sering ngilu,padang ya pinggang ngilu,0,"['kapan', 'ada', 'di', 'padang', 'ya', 'pinggang', 'sering', 'ngilu']"
1131,1131,nirmalisty,lokasi mana ya mr???,lokasi ya mr,0,"['lokasi', 'mana', 'ya', 'mr']"
1132,1132,ayukosmetik17,semarang ada ndk ya,semarang ndk ya,0,"['semarang', 'ada', 'ndk', 'ya']"
1133,1133,kiwiwindtalker,@Wdyy.. ini nih cocok,cocok,1,"['ini', 'nih', 'cocok']"
1134,1134,si_gabutnih1,batam kapan buka?,batam buka,0,"['batam', 'kapan', 'buka']"
1135,1135,hennykrismaria,daerah mana ya ðŸ™ðŸ˜Š,daerah ya,0,"['daerah', 'mana', 'ya']"
1136,1136,nurisnaenirubiyan,Surabaya..adakah,surabaya ada,0,"['surabaya', 'adakah']"
1137,1137,ikayusniawati2,"buka di Rangkasbitung pak dokter, pengen rasanya di kretek, keluhannya suka sering sakit pinggang punggung belikatðŸ¥º",buka rangkasbitung dokter ken kretek keluh suka sakit pinggang punggung belikat,-1,"['buka', 'di', 'rangkasbitung', 'pak', 'dokter', 'pengen', 'rasanya', 'di', 'kretek', 'keluhannya', 'suka', 'sering', 'sakit', 'pinggang', 'punggung', 'belikat']"
1138,1138,jemariyakk_,kapan ke Jogja yaaa:(( ini badanku dh sakit semuaaa,jogja yaaa badan dh sakit semuaaa,-1,"['kapan', 'ke', 'jogja', 'yaaa', 'ini', 'badanku', 'dh', 'sakit', 'semuaaa']"
1139,1139,thepremiumcookiess,ke Kalimantan donk masterrrr,kalimantan donk masterrrr,0,"['ke', 'kalimantan', 'donk', 'masterrrr']"
1140,1140,syifayulitasari,sekali terapi brp harganya master?,terapi brp harga master,1,"['sekali', 'terapi', 'brp', 'harganya', 'master']"
1141,1141,robbypangaribuan_shop,pundakku juga sakit master... setelah dicek beban utang yg beratðŸ¥º,pundak sakit master cek beban utang berat,-1,"['pundakku', 'juga', 'sakit', 'master', 'setelah', 'dicek', 'beban', 'utang', 'yg', 'berat']"
1142,1142,kurniasuci01,di bekasi ada ga yaa ka.. mau berobatin ibu ku yg tangannya abis kecelakaan udh 9th tangan kanannya sakittt Karena riwayat di amputasi jarinya ðŸ˜­,bekas ga yaa ka berobatin ku tangan abis celaka udh th tangan kanan sakittt riwayat amputasi jari,-1,"['di', 'bekasi', 'ada', 'ga', 'yaa', 'ka', 'mau', 'berobatin', 'ibu', 'ku', 'yg', 'tangannya', 'abis', 'kecelakaan', 'udh', 'th', 'tangan', 'kanannya', 'sakittt', 'karena', 'riwayat', 'di', 'amputasi', 'jarinya']"
1143,1143,aseida2608,saya udah mau 1thn pudak sakit,udah thn pudak sakit,-1,"['saya', 'udah', 'mau', 'thn', 'pudak', 'sakit']"
1144,1144,kamelialenadi,empat lawang sumsel,lawang sumsel,0,"['empat', 'lawang', 'sumsel']"
1145,1145,unedhtayaenkpetrok,suhu ada cabang di kota malang ngk,suhu cabang kota malang ngk,-1,"['suhu', 'ada', 'cabang', 'di', 'kota', 'malang', 'ngk']"
1146,1146,astuti19755,ini dimana ya prakteknya .... pengen bahu kanan kiri skt gk sembuh2,mana ya praktek ken bahu kanan kiri skt gk sembuh,1,"['ini', 'dimana', 'ya', 'prakteknya', 'pengen', 'bahu', 'kanan', 'kiri', 'skt', 'gk', 'sembuh']"
1147,1147,dinawati2008,"daerah serang ber ada, klo ada saya pingin",daerah serang ber klo pingin,0,"['daerah', 'serang', 'ber', 'ada', 'klo', 'ada', 'saya', 'pingin']"
1148,1148,gayuhwewengkang,di denpasar bali adakah master,denpasar bal ada master,1,"['di', 'denpasar', 'bali', 'adakah', 'master']"
1149,1149,robiatunspd,master kapan buka d lombok,master buka d lombok,1,"['master', 'kapan', 'buka', 'd', 'lombok']"
1150,1150,lilissumarni19,"percis seperti aku suka sakit pundak pdhl ga pernh ngendong ath angkat"" yg berat",percis suka sakit pundak pdhl ga pernh ngendong ath angkat berat,-1,"['percis', 'seperti', 'aku', 'suka', 'sakit', 'pundak', 'pdhl', 'ga', 'pernh', 'ngendong', 'ath', 'angkat', 'yg', 'berat']"
1151,1151,retnoningsih68,mau.. kl di Jogja dimana yaa.. ada ngk ? mohon informasi,kl jogja mana yaa ngk mohon informasi,0,"['mau', 'kl', 'di', 'jogja', 'dimana', 'yaa', 'ada', 'ngk', 'mohon', 'informasi']"
1152,1152,bundaitaiti,kapan buka cabang di Magelang master,buka cabang magelang master,1,"['kapan', 'buka', 'cabang', 'di', 'magelang', 'master']"
1153,1153,galuhbanjar9,mau juga tp apakah ada di daerah banjarmasin kal-sel,daerah banjarmasin kal sel,0,"['mau', 'juga', 'tp', 'apakah', 'ada', 'di', 'daerah', 'banjarmasin', 'kal', 'sel']"
1154,1154,ihsanmubarak92,ini daerah mana utk wilayah Jakarta atau Tangerang ad gak ya,daerah utk wilayah jakarta tangerang ad ya,0,"['ini', 'daerah', 'mana', 'utk', 'wilayah', 'jakarta', 'atau', 'tangerang', 'ad', 'gak', 'ya']"
